tempo;regiao_de_saude_de_notificacao;residencia_nut_iii;doenca_de_declaracao_obrigatoria;sexo;grupo_etario;no_de_casos_notificados
2017-03;Regiao de Saude LVT;Oeste;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2017-03;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Feminino;<1 ano;1
2017-03;Regiao de Saude do Centro;Regiao de Aveiro;Sifilis - Excluindo Sifilis Congenita;Feminino;15-24 anos;1
2017-03;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite A;Masculino;15-24 anos;1
2015-12;Regiao de Saude LVT;Regiao de Aveiro;Malaria;Masculino;25-34 anos;1
2016-11;Regiao de Saude Norte;Cavado;Doenca dos Legionarios;Masculino;25-34 anos;1
2015-12;Regiao de Saude Norte;Alentejo Central;Gonorreia;Feminino;<1 ano;1
2016-11;Regiao de Saude do Centro;Viseu Dao Lafoes;Brucelose;Masculino;55-64 anos;1
2015-12;Regiao de Saude LVT;Alentejo Central;Gonorreia;Masculino;25-34 anos;2
2016-11;Regiao de Saude LVT;Leziria do Tejo;Sifilis - Excluindo Sifilis Congenita;Feminino;65-74 anos;1
2015-12;Regiao de Saude do Centro;Regiao de Coimbra;Brucelose;Masculino;15-24 anos;1
2017-07;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2015-12;Regiao de Saude Norte;Area Metropolitana do Porto;Dengue;Feminino;65-74 anos;1
2017-07;Regiao de Saude do Algarve;Algarve;Hepatite A;Feminino;25-34 anos;1
2017-03;Regiao de Saude Norte;Area Metropolitana do Porto;Parotidite Epidemica;Masculino;15-24 anos;1
2015-12;Regiao de Saude Norte;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;15-24 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;2
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2015-12;Regiao de Saude do Centro;Regiao de Leiria;Gonorreia;Masculino;25-34 anos;1
2017-07;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Feminino;<1 ano;1
2017-04;Regiao de Saude do Centro;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;75 ou + anos;1
2017-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;2
2016-01;Regiao de Saude LVT;Leziria do Tejo;Parotidite Epidemica;Feminino;5-14 anos;1
2017-07;Regiao de Saude LVT;Medio Tejo;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2016-05;Regiao de Saude Norte;Area Metropolitana do Porto;Tosse Convulsa;Masculino;<1 ano;1
2016-01;Regiao de Saude Norte;Ave;Listeriose;Feminino;45-54 anos;1
2017-07;RA Madeira;Regiao Autonoma da Madeira;Hepatite C;Masculino;45-54 anos;1
2016-05;Regiao de Saude do Centro;Beiras e Serra da Estrela;Tosse Convulsa;Feminino;<1 ano;1
2016-01;Regiao de Saude Norte;Ave;Gonorreia;Masculino;55-64 anos;1
2017-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;1
2016-01;Regiao de Saude Norte;Cavado;Hepatite B;Feminino;25-34 anos;1
2016-06;Regiao de Saude LVT;Oeste;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2016-01;Regiao de Saude Norte;Area Metropolitana do Porto;Giardiase;Masculino;15-24 anos;1
2017-08;Regiao de Saude Norte;Tamega e Sousa;Campilobacteriose;Masculino;<1 ano;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2017-08;Regiao de Saude LVT;Leziria do Tejo;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2016-02;RA Acores;Regiao Autonoma dos cores;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Feminino;35-44 anos;1
2017-08;Regiao de Saude do Centro;Regiao de Aveiro;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2016-03;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2016-06;Regiao de Saude do Algarve;Algarve;Tosse Convulsa;Masculino;<1 ano;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2016-03;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;55-64 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Giardiase;Feminino;5-14 anos;1
2016-07;RA Acores;Regiao Autonoma dos cores;Gonorreia;Masculino;15-24 anos;1
2016-07;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2017-08;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;2
2016-03;Regiao de Saude do Centro;Regiao de Aveiro;Hepatite C;Masculino;35-44 anos;1
2016-07;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;<1 ano;1
2017-08;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2016-07;Regiao de Saude Norte;Cavado;Listeriose;Feminino;45-54 anos;1
2016-07;Regiao de Saude do Centro;Viseu Dao Lafoes;Campilobacteriose;Masculino;1-4 anos;1
2016-07;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Feminino;5-14 anos;1
2016-07;RA Acores;Regiao Autonoma dos cores;Leptospirose;Masculino;35-44 anos;1
2017-08;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;<1 ano;1
2016-07;Regiao de Saude do Centro;Regiao de Leiria;Tosse Convulsa;Masculino;1-4 anos;1
2016-03;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;15-24 anos;1
2016-07;Regiao de Saude LVT;Medio Tejo;Tosse Convulsa;Feminino;<1 ano;1
2016-07;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;1-4 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Masculino;65-74 anos;1
2016-04;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2016-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2016-11;Regiao de Saude Norte;Terras de Tras-os-Montes;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2016-11;Regiao de Saude Norte;Cavado;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2017-10;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;1-4 anos;1
2016-11;Regiao de Saude do Centro;Regiao de Leiria;Tosse Convulsa;Masculino;35-44 anos;1
2016-12;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;55-64 anos;1
2016-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2016-04;Regiao de Saude Norte;Alto Minho;Hepatite C;Masculino;45-54 anos;1
2016-04;Regiao de Saude Norte;Douro;Campilobacteriose;Masculino;<1 ano;1
2017-10;Regiao de Saude Norte;Tamega e Sousa;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2016-12;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;25-34 anos;1
2017-10;Regiao de Saude Norte;Alto Tamega;Doenca dos Legionarios;Masculino;45-54 anos;1
2017-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;45-54 anos;1
2017-01;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite B;Masculino;45-54 anos;1
2016-05;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Masculino;5-14 anos;2
2016-05;Regiao de Saude LVT;Oeste;Gonorreia;Masculino;15-24 anos;1
2017-11;Regiao de Saude LVT;Oeste;Hepatite B;Masculino;25-34 anos;1
2017-01;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;45-54 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;1
2017-01;Regiao de Saude Norte;Ave;Salmoneloses nao Typhi e nao Paratyphi;Masculino;55-64 anos;1
2016-05;Regiao de Saude do Centro;Regiao de Aveiro;Tosse Convulsa;Feminino;5-14 anos;1
2017-11;Regiao de Saude do Algarve;Area Metropolitana do Porto;Gonorreia;Masculino;15-24 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca de Creutzfeldt Jakob;Feminino;65-74 anos;1
2017-01;Regiao de Saude Norte;Ave;Salmoneloses nao Typhi e nao Paratyphi;Masculino;65-74 anos;1
2015-11;Regiao de Saude LVT;Estrangeiro;Gonorreia;Masculino;15-24 anos;1
2017-11;Regiao de Saude do Centro;Regiao de Coimbra;Doenca dos Legionarios;Masculino;55-64 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;3
2017-01;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Feminino;35-44 anos;1
2017-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;2
2015-09;Regiao de Saude Norte;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Feminino;1-4 anos;1
2016-08;Regiao de Saude do Algarve;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-12;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite B;Masculino;45-54 anos;1
2016-08;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;15-24 anos;1
2016-08;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
2017-12;Regiao de Saude do Centro;Viseu Dao Lafoes;Doenca invasiva pneumococica;Masculino;65-74 anos;1
2016-08;Regiao de Saude do Centro;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2015-09;Regiao de Saude LVT;Regiao de Aveiro;Tosse Convulsa;Feminino;<1 ano;2
2017-12;Regiao de Saude Norte;Area Metropolitana do Porto;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2017-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite A;Masculino;35-44 anos;1
2017-12;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2017-12;Regiao de Saude Norte;Ave;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2015-09;Regiao de Saude Norte;Regiao de Aveiro;Tosse Convulsa;Masculino;15-24 anos;1
2017-12;Regiao de Saude Norte;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Feminino;25-34 anos;1
2017-12;Regiao de Saude do Centro;Regiao de Coimbra;Doenca invasiva meningococica;Feminino;45-54 anos;1
2015-10;Regiao de Saude LVT;Estrangeiro;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2018-01;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Feminino;25-34 anos;1
2015-10;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;55-64 anos;1
2015-10;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;1-4 anos;1
2015-10;RA Madeira;Regiao Autonoma da Madeira;Leptospirose;Feminino;45-54 anos;1
2016-09;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2015-10;Regiao de Saude Norte;Area Metropolitana do Porto;Leptospirose;Masculino;45-54 anos;1
2016-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2017-06;Regiao de Saude Norte;Area Metropolitana do Porto;Listeriose;Feminino;65-74 anos;1
2015-10;Regiao de Saude LVT;Leziria do Tejo;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2017-07;RA Acores;Regiao Autonoma dos cores;Hepatite C;Feminino;25-34 anos;1
2017-09;Regiao de Saude do Centro;Regiao de Leiria;Hepatite B;Feminino;35-44 anos;1
2017-09;Regiao de Saude Norte;Area Metropolitana do Porto;Gonorreia;Masculino;45-54 anos;1
2016-09;Regiao de Saude do Centro;Regiao de Coimbra;Febre escaro-nodular (Rickettsiose);Masculino;65-74 anos;1
2016-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;75 ou + anos;1
2017-09;Regiao de Saude LVT;Leziria do Tejo;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2015-11;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Feminino;15-24 anos;1
2017-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;1-4 anos;1
2017-09;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca invasiva pneumococica;Masculino;75 ou + anos;1
2016-09;Regiao de Saude Norte;Cavado;Tosse Convulsa;Feminino;<1 ano;1
2015-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Feminino;15-24 anos;1
2016-10;Regiao de Saude LVT;Leziria do Tejo;Gonorreia;Masculino;15-24 anos;1
2014-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca dos Legionarios;Feminino;35-44 anos;12
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Doenca invasiva pneumococica;Masculino;35-44 anos;1
2014-12;Regiao de Saude do Alentejo;Alentejo Central;Febre escaro-nodular (Rickettsiose);Masculino;75 ou + anos;1
2014-12;Regiao de Saude do Alentejo;Baixo Alentejo;Febre escaro-nodular (Rickettsiose);Masculino;65-74 anos;1
2016-02;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;2
2014-12;Regiao de Saude do Centro;Viseu Dao Lafoes;Febre escaro-nodular (Rickettsiose);Masculino;45-54 anos;2
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;35-44 anos;1
2016-10;Regiao de Saude do Centro;Regiao de Leiria;Tosse Convulsa;Feminino;35-44 anos;2
2018-09;Regiao de Saude LVT;Oeste;Parotidite Epidemica;Feminino;15-24 anos;1
2016-10;Regiao de Saude Norte;Douro;Infecao por Chlamydia Trachomatis - Linfogranuloma Venereo;Masculino;15-24 anos;1
2014-12;Regiao de Saude Norte;Area Metropolitana do Porto;Infeca畫s Gonococicas (Gonorreia);Feminino;25-34 anos;3
2018-09;Regiao de Saude Norte;Alto Tamega;Campilobacteriose;Masculino;5-14 anos;1
2016-10;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;45-54 anos;1
2016-10;Regiao de Saude LVT;Area Metropolitana de Lisboa;Shigelose;Masculino;1-4 anos;1
2014-12;Regiao de Saude do Algarve;Algarve;Malaria;Masculino;25-34 anos;1
2014-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Malaria;Feminino;35-44 anos;1
2018-09;Regiao de Saude Norte;Area Metropolitana do Porto;Malaria;Masculino;15-24 anos;1
2014-12;Regiao de Saude Norte;Tamega e Sousa;Salmoneloses nao Typhi e nao Paratyphi;Feminino;< 1 ano;1
2015-02;Regiao de Saude LVT;Regiao de Aveiro;Parotidite Epidemica;Masculino;5-14 anos;1
2014-12;Regiao de Saude Norte;Area Metropolitana do Porto;Salmoneloses nao Typhi e nao Paratyphi;Feminino;5-14 anos;2
2014-12;Regiao de Saude do Centro;Regiao de Leiria;Sifilis - Excluindo Sifilis Congenita;Masculino;25-34 anos;1
2018-09;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;1-4 anos;1
2014-12;Regiao de Saude Norte;Alto Minho;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2014-12;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;9
2015-02;RA Acores;Regiao de Aveiro;Yersiniose;Feminino;<1 ano;1
2018-10;Regiao de Saude do Centro;Regiao de Aveiro;Campilobacteriose;Masculino;<1 ano;1
2015-02;Regiao de Saude Norte;Alto Tamega;Sifilis - Excluindo Sifilis Congenita;Masculino;65-74 anos;1
2018-10;Regiao de Saude Norte;Ave;Hepatite B;Feminino;45-54 anos;1
2015-02;Regiao de Saude LVT;Regiao de Aveiro;Salmoneloses nao Typhi e nao Paratyphi;Masculino;5-14 anos;1
2018-10;Regiao de Saude do Centro;Beira Baixa;Raiva;Masculino;55-64 anos;1
2015-05;Regiao de Saude Norte;Area Metropolitana do Porto;Doenca dos Legionarios;Masculino;55-64 anos;1
2015-05;Regiao de Saude Norte;Cavado;Dengue;Masculino;45-54 anos;1
2015-05;Regiao de Saude Norte;Area Metropolitana do Porto;Sifilis - Excluindo Sifilis Congenita;Masculino;45-54 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;15-24 anos;1
2018-11;Regiao de Saude Norte;Area Metropolitana do Porto;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2015-03;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;1-4 anos;1
2015-03;Regiao de Saude Norte;Regiao de Aveiro;Leptospirose;Masculino;35-44 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;15-24 anos;1
2015-03;Regiao de Saude do Centro;Regiao de Aveiro;Yersiniose;Masculino;1-4 anos;1
2018-11;Regiao de Saude Norte;Area Metropolitana do Porto;Campilobacteriose;Masculino;5-14 anos;1
2018-11;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Feminino;<1 ano;1
2015-04;Regiao de Saude do Centro;Regiao de Aveiro;Doenca dos Legionarios;Masculino;65-74 anos;1
2015-04;Regiao de Saude LVT;Leziria do Tejo;Gonorreia;Masculino;15-24 anos;1
2015-04;Regiao de Saude LVT;Regiao de Aveiro;Doenca invasiva pneumococica;Feminino;45-54 anos;1
2018-12;Regiao de Saude Norte;Tamega e Sousa;Gonorreia;Masculino;15-24 anos;1
2015-04;Regiao de Saude Norte;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;25-34 anos;1
2018-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;15-24 anos;1
2015-04;Regiao de Saude do Alentejo;Regiao de Aveiro;Malaria;Masculino;45-54 anos;1
2018-12;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Feminino;25-34 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;45-54 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;35-44 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Masculino;35-44 anos;1
2015-04;Regiao de Saude LVT;Regiao de Aveiro;Doenca invasiva meningococica;Masculino;45-54 anos;1
2015-04;Regiao de Saude LVT;Regiao de Aveiro;Listeriose;Masculino;35-44 anos;1
2015-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Febre Tifoide e Paratifoide;Feminino;1-4 anos;1
2017-04;Regiao de Saude Norte;Area Metropolitana do Porto;Parotidite Epidemica;Masculino;5-14 anos;1
2017-04;Regiao de Saude Norte;Area Metropolitana do Porto;Hepatite C;Masculino;45-54 anos;1
2018-04;RA Acores;Regiao Autonoma dos cores;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;55-64 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;25-34 anos;3
2018-04;Regiao de Saude Norte;Tamega e Sousa;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;35-44 anos;1
2018-04;Regiao de Saude Norte;Cavado;Febre Tifoide e Paratifoide;Masculino;65-74 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite C;Feminino;45-54 anos;1
2018-04;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite C;Feminino;55-64 anos;1
2018-05;Regiao de Saude do Centro;Regiao de Aveiro;Campilobacteriose;Masculino;1-4 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Hepatite B;Feminino;15-24 anos;1
2018-05;Regiao de Saude Norte;Area Metropolitana do Porto;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2018-05;Regiao de Saude do Centro;Viseu Dao Lafoes;Campilobacteriose;Masculino;1-4 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Campilobacteriose;Masculino;65-74 anos;1
2018-05;Regiao de Saude Norte;Area Metropolitana do Porto;Febre Q;Masculino;65-74 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Listeriose;Masculino;55-64 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Salmoneloses nao Typhi e nao Paratyphi;Masculino;1-4 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Gonorreia;Masculino;15-24 anos;2
2018-05;Regiao de Saude do Centro;Viseu Dao Lafoes;Infecao por Chlamydia Trachomatis - Excluindo Linfogranuloma Venereo;Masculino;25-34 anos;1
2018-05;Regiao de Saude LVT;Area Metropolitana de Lisboa;Sifilis - Excluindo Sifilis Congenita;Feminino;45-54 anos;1
2018-05;Regiao de Saude LVT;Oeste;Toxoplasmose congenita;Masculino;<1 ano;1
2018-05;Regiao de Saude Norte;Area Metropolitana do Porto;Febre escaro-nodular (Rickettsiose);Feminino;25-34 anos;1
